animal_id,name,datetime,monthyear,date_of_birth,outcome_type,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,outcome_subtype
A695408,,18-01-2015 08:42,2015-01-18T08:42:00.000,2014-11-08T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Rottweiler/German Shepherd,Sable,Offsite
A667667,,26-11-2013 13:43,2013-11-26T13:43:00.000,2013-08-06T00:00:00.000,Transfer,Dog,Intact Male,3 months,Dachshund Mix,Tan,Partner
A681907,Tortilla,28-06-2014 18:52,2014-06-28T18:52:00.000,2014-04-21T00:00:00.000,Adoption,Cat,Intact Female,2 months,Siamese Mix,Tortie Point,
A678341,Bear,26-05-2014 15:53,2014-05-26T15:53:00.000,2012-05-07T00:00:00.000,Return to Owner,Dog,Neutered Male,2 years,Golden Retriever/Chow Chow,Tan,
A795431,Maggie,29-05-2019 14:25,2019-05-29T14:25:00.000,2011-05-20T00:00:00.000,Transfer,Dog,Intact Female,8 years,Wire Hair Fox Terrier Mix,Tricolor,Partner
A795465,,01-06-2019 22:03,2019-06-01T22:03:00.000,2019-03-20T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,Black,
A696806,Davis,17-02-2015 19:02,2015-02-17T19:02:00.000,2014-06-12T00:00:00.000,Adoption,Dog,Neutered Male,8 months,Dachshund Mix,Brown/White,
A882807,A882807,12-06-2023 15:00,2023-06-12T15:00:00.000,2022-06-09T00:00:00.000,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie,Partner
A808052,Oreo,03-12-2019 16:46,2019-12-03T16:46:00.000,2019-08-19T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair,Black/White,
A839074,,23-07-2021 09:29,2021-07-23T09:29:00.000,2021-03-19T00:00:00.000,Died,Cat,Intact Male,4 months,Domestic Shorthair,Black/White,In Kennel
A795140,Roo,23-05-2019 17:39,2019-05-23T17:39:00.000,2017-05-16T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Blue Tick,
A836159,Morgan,30-06-2021 14:41,2021-06-30T14:41:00.000,2019-12-07T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Australian Cattle Dog,Blue Tick,Foster
A823494,Macaroni,03-11-2020 09:13,2020-11-03T09:13:00.000,2020-08-17T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White,Foster
A750772,,31-05-2017 18:19,2017-05-31T18:19:00.000,2017-04-16T00:00:00.000,Transfer,Dog,Intact Female,1 month,Labrador Retriever Mix,Black,Partner
A765588,Clarke,24-01-2018 10:12,2018-01-24T10:12:00.000,2017-12-15T00:00:00.000,Transfer,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Brown,Partner
A760496,Marco Polo,30-12-2017 15:44,2017-12-30T15:44:00.000,2017-08-19T00:00:00.000,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White,
A787340,,11-01-2019 14:53,2019-01-11T14:53:00.000,2018-01-11T00:00:00.000,Euthanasia,Other,Unknown,1 year,Bat Mix,Brown,Rabies Risk
A822928,Primrose,24-01-2022 11:49,2022-01-24T11:49:00.000,2010-09-15T00:00:00.000,Adoption,Cat,Spayed Female,11 years,Domestic Shorthair,Torbie,Foster
A736523,Clementina,03-11-2016 12:35,2016-11-03T12:35:00.000,2015-10-12T00:00:00.000,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,
A706159,Junebug,31-07-2015 14:01,2015-07-31T14:01:00.000,2014-06-25T00:00:00.000,Adoption,Dog,Intact Female,1 year,Border Collie/Whippet,Black/White,Foster
A810115,,09-12-2019 18:02,2019-12-09T18:02:00.000,2019-09-24T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Labrador Retriever,Tricolor,
A811845,L.S,22-01-2020 13:53,2020-01-22T13:53:00.000,2005-01-10T00:00:00.000,Rto-Adopt,Cat,Spayed Female,15 years,Domestic Shorthair Mix,Black,
A830628,Buck,14-03-2021 16:15,2021-03-14T16:15:00.000,2018-03-12T00:00:00.000,Return to Owner,Dog,Intact Male,3 years,German Shepherd,Tan/Black,
A737112,,23-10-2016 09:00,2016-10-23T09:00:00.000,2015-10-22T00:00:00.000,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby,SCRP
A757498,Sergeant,11-09-2017 14:16,2017-09-11T14:16:00.000,2011-09-03T00:00:00.000,Adoption,Dog,Neutered Male,6 years,German Shepherd Mix,Black/Brown,
A856853,Jameson,20-05-2022 15:32,2022-05-20T15:32:00.000,2021-11-09T00:00:00.000,Adoption,Dog,Neutered Male,6 months,Black Mouth Cur Mix,Brown/Black,
A834933,Salsa,30-05-2021 13:01,2021-05-30T13:01:00.000,2021-03-20T00:00:00.000,Euthanasia,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby,Suffering
A749348,Toby,12-07-2017 09:48,2017-07-12T09:48:00.000,2017-05-04T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,Foster
A796292,Duchess,10-06-2019 18:59,2019-06-10T18:59:00.000,2014-05-31T00:00:00.000,Return to Owner,Dog,Spayed Female,5 years,Chihuahua Shorthair,Brown,
A725980,,25-06-2016 17:31,2016-06-25T17:31:00.000,2016-05-01T00:00:00.000,Adoption,Dog,Spayed Female,1 month,Chihuahua Shorthair Mix,Brown,Foster
A690543,Scarlet,05-01-2017 19:25,2017-01-05T19:25:00.000,2013-10-22T00:00:00.000,Return to Owner,Dog,Spayed Female,3 years,Pit Bull Mix,Chocolate/White,
A799980,Chikis,23-07-2019 17:24,2019-07-23T17:24:00.000,2013-05-15T00:00:00.000,Transfer,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Black/White,Partner
A704278,Candy,07-06-2015 18:37,2015-06-07T18:37:00.000,2013-06-03T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Red/White,
A665095,Paddy,18-10-2013 13:23,2013-10-18T13:23:00.000,2009-10-17T00:00:00.000,Transfer,Dog,Neutered Male,4 years,Dachshund Mix,Red/Buff,Partner
A612006,Dusty,12-09-2014 15:56,2014-09-12T15:56:00.000,2002-10-15T00:00:00.000,Return to Owner,Dog,Intact Male,11 years,Chow Chow Mix,Tan,
A774090,Stanley,21-06-2018 15:18,2018-06-21T15:18:00.000,2013-06-10T00:00:00.000,Adoption,Dog,Neutered Male,5 years,Doberman Pinsch Mix,Black/Tan,
A790785,Bingo,26-05-2020 13:50,2020-05-26T13:50:00.000,2018-03-16T00:00:00.000,Adoption,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Brown,Foster
A678083,Aspen,12-07-2014 15:57,2014-07-12T15:57:00.000,2014-04-03T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,
A769669,,12-04-2018 17:32,2018-04-12T17:32:00.000,2016-04-08T00:00:00.000,Transfer,Cat,Intact Male,2 years,Domestic Longhair Mix,Cream Tabby,Snr
A639030,Cate,15-06-2014 13:18,2014-06-15T13:18:00.000,2005-10-08T00:00:00.000,Return to Owner,Dog,Spayed Female,8 years,German Shepherd Mix,Tan,
A878380,A878380,15-04-2023 10:15,2023-04-15T10:15:00.000,2021-04-11T00:00:00.000,Euthanasia,Cat,Intact Male,2 years,Siamese Mix,Lilac Point,Suffering
A846023,,08-11-2021 18:15,2021-11-08T18:15:00.000,2021-10-21T00:00:00.000,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair,Blue Tabby,Partner
A812889,Tutti,01-02-2020 13:23,2020-02-01T13:23:00.000,2019-10-15T00:00:00.000,Adoption,Cat,Intact Female,3 months,Domestic Longhair,Black/White,
A749777,,06-06-2017 17:17,2017-06-06T17:17:00.000,2017-04-10T00:00:00.000,Adoption,Dog,Spayed Female,1 month,Australian Shepherd Mix,Blue Merle,Foster
A852822,Dreamsicle,21-03-2022 13:38,2022-03-21T13:38:00.000,2020-03-08T00:00:00.000,Adoption,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby,
A737963,,07-11-2016 17:12,2016-11-07T17:12:00.000,2016-09-07T00:00:00.000,Transfer,Dog,Intact Female,1 month,Pit Bull Mix,White/Gray,Partner
A794634,Diamond,11-07-2019 16:09,2019-07-11T16:09:00.000,2019-04-10T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Siamese,Lynx Point,
A703672,Chillon,13-04-2016 00:00,2016-04-13T00:00:00.000,2015-04-01T00:00:00.000,Transfer,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby,Partner
A715807,Franz,15-01-2016 16:59,2016-01-15T16:59:00.000,2015-08-10T00:00:00.000,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black,
A827315,Atticus,27-01-2021 13:11,2021-01-27T13:11:00.000,2011-12-18T00:00:00.000,Adoption,Dog,Neutered Male,9 years,Labrador Retriever,Chocolate,Foster
A793307,,24-04-2019 16:24,2019-04-24T16:24:00.000,2019-01-23T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Siamese Mix,Lynx Point/White,
A805212,Turtle,22-10-2019 17:19,2019-10-22T17:19:00.000,2018-11-24T00:00:00.000,Adoption,Cat,Spayed Female,10 months,Domestic Shorthair,Tortie,
A882792,A882792,12-06-2023 15:00,2023-06-12T15:00:00.000,2021-06-09T00:00:00.000,Transfer,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black/White,Partner
A737367,Charlie,31-10-2016 18:50,2016-10-31T18:50:00.000,2015-10-26T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tricolor,
A749609,Emmy Lou,21-07-2017 10:12,2017-07-21T10:12:00.000,2017-05-16T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/Brown,Foster
A686100,,20-08-2014 17:17,2014-08-20T17:17:00.000,2014-06-16T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,
A754990,,30-07-2017 18:14,2017-07-30T18:14:00.000,2017-05-27T00:00:00.000,Adoption,Dog,Neutered Male,2 months,German Shepherd/Labrador Retriever,Tan/Black,
A801848,Kit,26-09-2019 19:07,2019-09-26T19:07:00.000,2019-07-10T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Orange Tabby,
A650142,Koda,22-01-2014 17:00,2014-01-22T17:00:00.000,2011-03-24T00:00:00.000,Return to Owner,Dog,Neutered Male,2 years,Chow Chow Mix,Brown/White,
A832511,Theodosia,25-05-2021 12:13,2021-05-25T12:13:00.000,2019-04-14T00:00:00.000,Adoption,Cat,Spayed Female,2 years,Siamese Mix,Chocolate Point,
A754540,Lily,20-12-2017 07:31,2017-12-20T07:31:00.000,2010-09-18T00:00:00.000,Adoption,Dog,Spayed Female,7 years,Labrador Retriever Mix,Yellow,Foster
A818385,,08-06-2020 15:29,2020-06-08T15:29:00.000,2020-03-17T00:00:00.000,Return to Owner,Cat,Intact Male,2 months,Domestic Shorthair,Blue Smoke,
A851472,A851472,17-02-2022 12:46,2022-02-17T12:46:00.000,2020-09-13T00:00:00.000,Transfer,Dog,Intact Male,1 year,Cairn Terrier Mix,Tan/White,Partner
A800657,,03-08-2019 08:36,2019-08-03T08:36:00.000,2019-07-22T00:00:00.000,Transfer,Dog,Unknown,1 weeks,Labrador Retriever,Tricolor,Partner
A735484,Homie,19-11-2016 16:18,2016-11-19T16:18:00.000,2015-09-24T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Labrador Retriever/Australian Kelpie,Chocolate/White,
A732882,,14-08-2016 13:43,2016-08-14T13:43:00.000,2014-08-14T00:00:00.000,Euthanasia,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby,Suffering
A763291,Bluebell,13-12-2017 16:40,2017-12-13T16:40:00.000,2016-12-06T00:00:00.000,Adoption,Dog,Spayed Female,1 year,American Staffordshire Terrier Mix,Brown Brindle/White,
A793667,Lucas,03-05-2019 11:34,2019-05-03T11:34:00.000,2017-04-28T00:00:00.000,Return to Owner,Dog,Neutered Male,2 years,Miniature Poodle Mix,White,
A813293,,13-02-2020 17:24,2020-02-13T17:24:00.000,2014-02-13T00:00:00.000,Adoption,Dog,Spayed Female,6 years,Beagle,White/Brown,
A754241,,17-07-2017 18:10,2017-07-17T18:10:00.000,2015-07-17T00:00:00.000,Euthanasia,Other,Unknown,2 years,Raccoon Mix,Gray/Black,Rabies Risk
A747283,Charlie,22-04-2017 17:45,2017-04-22T17:45:00.000,2015-04-17T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/White,
A709676,Wendall,19-08-2015 15:45,2015-08-19T15:45:00.000,2014-08-12T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Miniature Pinscher Mix,Chocolate/Tan,
A888811,204 Grams,16-09-2023 13:00,2023-09-16T13:00:00.000,2023-08-16T00:00:00.000,Transfer,Cat,Intact Female,4 weeks,Domestic Shorthair,Brown Tabby,Partner
A695365,Monster,17-01-2015 17:31,2015-01-17T17:31:00.000,2014-01-14T00:00:00.000,Return to Owner,Dog,Neutered Male,1 year,Chihuahua Shorthair,Tan/Black,
A692259,Simon,06-12-2014 17:02,2014-12-06T17:02:00.000,2002-11-17T00:00:00.000,Adoption,Dog,Neutered Male,12 years,Miniature Schnauzer Mix,Black/Brown Brindle,
A678468,,16-05-2014 11:58,2014-05-16T11:58:00.000,2012-05-09T00:00:00.000,Transfer,Dog,Neutered Male,2 years,Chihuahua Shorthair/Rat Terrier,Tricolor,Partner
A685507,,08-08-2014 18:20,2014-08-08T18:20:00.000,2014-07-17T00:00:00.000,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,Partner
A741704,Samson,07-01-2017 12:04,2017-01-07T12:04:00.000,2015-01-06T00:00:00.000,Return to Owner,Dog,Intact Male,2 years,Golden Retriever Mix,Yellow,
A844646,Negro,19-10-2021 12:18,2021-10-19T12:18:00.000,2018-10-19T00:00:00.000,Return to Owner,Dog,Intact Male,3 years,Great Dane,Black/White,
A665319,Oberon,22-10-2013 17:09,2013-10-22T17:09:00.000,2012-10-16T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Anatol Shepherd Mix,Tan/White,
A686271,,23-08-2014 18:45,2014-08-23T18:45:00.000,2013-08-19T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Chihuahua Shorthair/Pug,Brown,
A678167,Leah,12-05-2014 14:38,2014-05-12T14:38:00.000,2013-05-05T00:00:00.000,Transfer,Dog,Spayed Female,1 year,German Shepherd Mix,Black/Tan,Partner
A785672,Simba,09-02-2019 18:20,2019-02-09T18:20:00.000,2018-02-07T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Boxer Mix,Brown/White,
A885709,Bronx,16-09-2023 13:57,2023-09-16T13:57:00.000,2015-06-27T00:00:00.000,Euthanasia,Dog,Intact Male,8 years,American Pit Bull Terrier,White/Brown,Court/Investigation
A668128,Bonnie,21-12-2013 18:42,2013-12-21T18:42:00.000,2011-11-27T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White,
A725680,Casper,11-05-2016 15:50,2016-05-11T15:50:00.000,2015-08-03T00:00:00.000,Return to Owner,Dog,Neutered Male,9 months,Pit Bull Mix,White/Tan,
A725680,Casper,01-09-2016 22:13,2016-09-01T22:13:00.000,2015-08-03T00:00:00.000,Return to Owner,Dog,Neutered Male,1 year,Pit Bull Mix,White/Tan,
A668325,Beau,06-12-2013 13:55,2013-12-06T13:55:00.000,2013-08-02T00:00:00.000,Transfer,Dog,Intact Male,4 months,Greyhound,Tan/White,Partner
A813099,,08-02-2020 10:58,2020-02-08T10:58:00.000,2019-02-04T00:00:00.000,Transfer,Cat,Intact Female,1 year,Domestic Medium Hair,Lynx Point,Snr
A840119,Josie,16-08-2021 17:38,2021-08-16T17:38:00.000,2019-08-02T00:00:00.000,Adoption,Dog,Spayed Female,2 years,German Shepherd Mix,Black/Brown,
A692842,Caramel,04-12-2014 12:33,2014-12-04T12:33:00.000,2014-04-26T00:00:00.000,Transfer,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Orange Tabby,Partner
A817291,Sunny,08-08-2020 08:43,2020-08-08T08:43:00.000,2020-04-19T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby,Foster
A676453,,11-04-2014 12:55,2014-04-11T12:55:00.000,2013-09-10T00:00:00.000,Transfer,Cat,Unknown,7 months,Domestic Shorthair Mix,Black/White,SCRP
A778049,Davey,18-08-2018 14:46,2018-08-18T14:46:00.000,2018-02-07T00:00:00.000,Adoption,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Brown Tabby,
A777801,Nino,07-08-2018 00:00,2018-08-07T00:00:00.000,2013-08-03T00:00:00.000,Transfer,Dog,Intact Male,5 years,Chihuahua Longhair Mix,Brown,Partner
A840449,,08-08-2021 15:30,2021-08-08T15:30:00.000,2021-07-25T00:00:00.000,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair,Brown Tabby,Partner
A700785,,19-04-2015 19:06,2015-04-19T19:06:00.000,2015-03-28T00:00:00.000,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,Partner
A808826,Coco,18-11-2019 18:34,2019-11-18T18:34:00.000,2019-08-14T00:00:00.000,Adoption,Dog,Neutered Male,3 months,Collie Smooth Mix,Tricolor,
A731795,Negro,06-08-2016 21:42,2016-08-06T21:42:00.000,2015-11-15T00:00:00.000,Return to Owner,Dog,Intact Male,8 months,Doberman Pinsch,Black/Tan,
A705519,Sheos,20-06-2015 14:39,2015-06-20T14:39:00.000,2014-06-18T00:00:00.000,Return to Owner,Dog,Neutered Male,1 year,German Shepherd/Chow Chow,Brown/Tan,
A823793,,23-10-2020 12:48,2020-10-23T12:48:00.000,2020-08-04T00:00:00.000,Transfer,Cat,Spayed Female,2 months,Domestic Shorthair,Orange Tabby,Partner
A645112,Sherlock,27-10-2016 15:24,2016-10-27T15:24:00.000,2003-01-03T00:00:00.000,Transfer,Cat,Neutered Male,13 years,Domestic Shorthair Mix,Silver Tabby,Partner
A843687,A843687,12-10-2021 17:49,2021-10-12T17:49:00.000,2021-07-05T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair,Gray Tabby,
A715038,Melvin,09-11-2015 12:38,2015-11-09T12:38:00.000,2008-10-31T00:00:00.000,Transfer,Dog,Intact Male,7 years,Rat Terrier Mix,White/Black,Partner
A805358,Ashanti,27-09-2019 17:44,2019-09-27T17:44:00.000,2019-07-10T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Calico,
A489503,Dezi,21-09-2014 16:26,2014-09-21T16:26:00.000,2007-05-15T00:00:00.000,Euthanasia,Cat,Spayed Female,7 years,Domestic Shorthair Mix,White/Brown Tabby,Suffering
A782959,,24-10-2018 15:26,2018-10-24T15:26:00.000,2006-10-23T00:00:00.000,Transfer,Dog,Intact Female,12 years,Chihuahua Shorthair Mix,White/Tan,Partner
A819251,,04-08-2020 14:42,2020-08-04T14:42:00.000,2020-04-28T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Longhair Mix,Torbie,Foster
A732077,,01-08-2016 22:25,2016-08-01T22:25:00.000,2016-07-15T00:00:00.000,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby,Partner
A715052,Freddie,14-11-2015 14:40,2015-11-14T14:40:00.000,2013-10-30T00:00:00.000,Return to Owner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/White,
A791765,,22-06-2019 08:38,2019-06-22T08:38:00.000,2019-03-30T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,Foster
A740494,,18-12-2016 12:34,2016-12-18T12:34:00.000,2016-12-12T00:00:00.000,Transfer,Dog,Intact Male,6 days,Labrador Retriever/Pit Bull,Brown Brindle,Partner
A794072,,03-05-2019 17:18,2019-05-03T17:18:00.000,2019-05-02T00:00:00.000,Transfer,Cat,Unknown,1 day,Domestic Shorthair Mix,Black,Partner
A818535,,11-06-2020 00:00,2020-06-11T00:00:00.000,2008-06-10T00:00:00.000,Transfer,Cat,Intact Male,12 years,Domestic Shorthair,Black/White,Partner
A671944,,01-02-2014 16:12,2014-02-01T16:12:00.000,2013-09-01T00:00:00.000,Euthanasia,Cat,Intact Female,5 months,Domestic Shorthair Mix,Brown Tabby,Suffering
A790748,Buzz,08-05-2020 10:43,2020-05-08T10:43:00.000,2018-03-15T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black,Foster
A824403,,15-10-2020 16:37,2020-10-15T16:37:00.000,2019-10-13T00:00:00.000,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair,Orange Tabby,Snr
A769788,,15-04-2018 18:21,2018-04-15T18:21:00.000,2016-09-10T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Norfolk Terrier Mix,Black/Brown,
A709539,Athena,08-09-2015 17:54,2015-09-08T17:54:00.000,2011-08-10T00:00:00.000,Adoption,Dog,Spayed Female,4 years,Rottweiler,Tricolor,
A799938,,13-08-2019 12:57,2019-08-13T12:57:00.000,2019-06-14T00:00:00.000,Transfer,Cat,Intact Male,1 month,Domestic Shorthair,Blue/White,Partner
A844188,Dakota,01-11-2021 13:10,2021-11-01T13:10:00.000,2018-10-13T00:00:00.000,Transfer,Dog,Intact Female,3 years,German Shepherd Mix,Tan/Black,Out State
A668592,,09-12-2013 12:48,2013-12-09T12:48:00.000,2011-12-05T00:00:00.000,Transfer,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Brown/White,Partner
A779590,,08-09-2018 16:46,2018-09-08T16:46:00.000,2018-02-03T00:00:00.000,Adoption,Dog,Neutered Male,7 months,Cardigan Welsh Corgi/Chihuahua Shorthair,White/Red,
A747629,,26-04-2017 18:22,2017-04-26T18:22:00.000,2016-04-22T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Cream,
A750906,Keena,08-06-2017 17:19,2017-06-08T17:19:00.000,2009-06-06T00:00:00.000,Return to Owner,Dog,Spayed Female,8 years,Pit Bull Mix,Brown,
A665156,Baby Elic,19-10-2013 17:07,2013-10-19T17:07:00.000,2012-12-14T00:00:00.000,Adoption,Dog,Spayed Female,10 months,Border Collie Mix,White/Black,
A721715,Shadow,13-03-2016 19:11,2016-03-13T19:11:00.000,2015-03-02T00:00:00.000,Adoption,Dog,Neutered Male,1 year,German Shepherd Mix,Sable,
A677835,Suzette,12-07-2014 11:41,2014-07-12T11:41:00.000,2013-04-29T00:00:00.000,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie,Foster
A732207,,05-08-2016 09:00,2016-08-05T09:00:00.000,2016-05-04T00:00:00.000,Transfer,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby,SCRP
A800416,Pup,06-08-2019 13:41,2019-08-06T13:41:00.000,2019-01-20T00:00:00.000,Adoption,Dog,Neutered Male,6 months,Labrador Retriever/Pit Bull,Red/White,
A749460,Sweetheart,17-07-2017 16:35,2017-07-17T16:35:00.000,2015-11-15T00:00:00.000,Adoption,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Blue/White,
A694967,Jewels,09-08-2019 12:12,2019-08-09T12:12:00.000,2011-01-07T00:00:00.000,Return to Owner,Dog,Spayed Female,8 years,Siberian Husky Mix,Sable/Cream,
A768874,,03-04-2018 14:30,2018-04-03T14:30:00.000,2015-03-26T00:00:00.000,Transfer,Dog,Spayed Female,3 years,Border Collie/Australian Cattle Dog,Brown/White,Partner
A817618,Pepper,24-06-2020 10:19,2020-06-24T10:19:00.000,2020-04-13T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Blue/White,Foster
A782816,Prudence,21-10-2018 18:33,2018-10-21T18:33:00.000,2014-03-21T00:00:00.000,Transfer,Dog,Intact Female,4 years,Boxer Mix,Brown/White,Partner
A680131,Beaux,30-05-2014 14:32,2014-05-30T14:32:00.000,2010-05-30T00:00:00.000,Return to Owner,Dog,Neutered Male,4 years,Labrador Retriever Mix,Black,
A765867,,29-01-2018 09:45,2018-01-29T09:45:00.000,2016-01-28T00:00:00.000,Euthanasia,Other,Unknown,2 years,Bat Mix,Black,Rabies Risk
A756321,Cardamom,25-08-2017 16:54,2017-08-25T16:54:00.000,2014-08-17T00:00:00.000,Adoption,Dog,Spayed Female,3 years,Labrador Retriever Mix,Brown,
A738283,Arwen,20-11-2016 19:12,2016-11-20T19:12:00.000,2015-11-12T00:00:00.000,Return to Owner,Dog,Spayed Female,1 year,Pit Bull Mix,Black Brindle/White,
A748827,,08-05-2017 09:29,2017-05-08T09:29:00.000,2017-05-01T00:00:00.000,Transfer,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby/White,Partner
A691180,Samson,09-11-2014 14:36,2014-11-09T14:36:00.000,2010-10-31T00:00:00.000,Transfer,Dog,Intact Male,4 years,Pit Bull Mix,Black/White,Partner
A702260,Bella,12-05-2015 17:51,2015-05-12T17:51:00.000,2011-05-11T00:00:00.000,Transfer,Other,Intact Female,4 years,Guinea Pig Mix,Brown/Orange,Partner
A707152,,09-07-2015 13:26,2015-07-09T13:26:00.000,2014-07-08T00:00:00.000,Transfer,Other,Unknown,1 year,Rabbit Sh Mix,Black,Partner
A685214,Truffles,26-08-2014 17:22,2014-08-26T17:22:00.000,2014-06-27T00:00:00.000,Adoption,Cat,Spayed Female,1 month,Domestic Medium Hair Mix,Calico,
A664941,Tequila,29-05-2017 16:04,2017-05-29T16:04:00.000,2009-10-11T00:00:00.000,Adoption,Dog,Spayed Female,7 years,Pit Bull Mix,Red/White,
A785924,Peaches,29-01-2019 12:06,2019-01-29T12:06:00.000,2017-12-12T00:00:00.000,Transfer,Dog,Intact Female,1 year,Pit Bull Mix,Fawn/White,Partner
A678968,,14-05-2014 17:11,2014-05-14T17:11:00.000,2014-05-05T00:00:00.000,Transfer,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Black,Partner
A745937,,26-03-2017 17:37,2017-03-26T17:37:00.000,2015-03-26T00:00:00.000,Died,Dog,Intact Female,2 years,Miniature Poodle Mix,White,In Kennel
A755439,Jasper,15-09-2017 15:14,2017-09-15T15:14:00.000,2017-07-21T00:00:00.000,Adoption,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Brown Tabby/White,Foster
A883137,132 Grams,13-06-2023 16:49,2023-06-13T16:49:00.000,2023-06-06T00:00:00.000,Transfer,Cat,Intact Male,1 week,Domestic Shorthair,Orange Tabby,Partner
A793848,Deanna,02-05-2019 18:02,2019-05-02T18:02:00.000,2017-05-01T00:00:00.000,Return to Owner,Dog,Intact Female,2 years,Chow Chow Mix,Brown,
A777109,Bacon,18-08-2018 09:19,2018-08-18T09:19:00.000,2017-06-23T00:00:00.000,Adoption,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby,
A707788,Max,23-08-2015 16:29,2015-08-23T16:29:00.000,2014-11-21T00:00:00.000,Adoption,Dog,Neutered Male,9 months,Labrador Retriever Mix,Red/White,
A738454,,15-11-2016 14:33,2016-11-15T14:33:00.000,2014-11-15T00:00:00.000,Euthanasia,Other,Unknown,2 years,Raccoon Mix,Gray/Black,Rabies Risk
A800873,,06-08-2019 07:58,2019-08-06T07:58:00.000,2019-05-28T00:00:00.000,Transfer,Cat,Spayed Female,2 months,Domestic Shorthair,White/Brown Tabby,Partner
A882575,Missy,13-06-2023 16:32,2023-06-13T16:32:00.000,2021-06-06T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair,Brown Brindle,Foster
